,synthetic_question,article_ids
173,Un notaire a rédigé un testament pour moi. Est-ce que le notaire est tenu de garder confidentiel le contenu de mon testament selon l'article 458 du code pénal?,10730
174,Un consommateur belge a un litige avec une entreprise étrangère. Est-il possible pour ce consommateur de demander un règlement extrajudiciaire gratuit de son litige avec l'entreprise en utilisant le Service de médiation pour le consommateur ?,941
175,Un consommateur souhaite régler un litige à l'amiable avec une entreprise belge. Est-il gratuit pour le consommateur de demander une médiation par le Service de médiation pour le consommateur en Belgique ?,943
176,Vous êtes un locataire à Bruxelles vivant dans un logement pour lequel vous avez un bail de 9 ans. Est-ce que votre bailleur peut mettre fin au bail de 9 ans sans motif à Bruxelles en se basant sur les dispositions du Code de Droit Economique?,2507
177,"Un locataire reste dans les lieux après l'expiration du bail sans opposition du bailleur. Le bail peut-il être reconduit aux mêmes conditions, y compris la durée, sans autre formalité ?",2508
178,Mon voisin et moi partageons un mur mitoyen. Suis-je légalement tenu de contribuer à la réparation et à la reconstruction du mur mitoyen en cas de besoin ?,1585
179,Vous avez été victime d'un accident de voiture impliquant un tiers. Votre assureur peut-il réclamer des dommages-intérêts au conducteur responsable de l'accident en vertu de cet article de loi ?,2221
180,"Un logement social est nécessaire pour un ménage à faibles revenus en Belgique. Est-ce que les ménages disposant des revenus des catégories 1, 2 et 3 peuvent détenir un logement en pleine propriété ou en usufruit lorsqu'ils bénéficient d'un logement d'utilité publique ?",12297
181,Une société belge de logement a acquis des droits réels sur un bâtiment en vue de le réhabiliter pour en faire des logements d'utilité publique. Le gouvernement peut-il accorder une aide pour le coût de la réhabilitation de ce bâtiment selon l'article donné ?,12051
182,Je travaille en tant que médiateur pour les litiges de consommation. Un consommateur peut-il être contraint de participer à une médiation de litiges de consommation ?,3223
183,Je suis témoin d'une personne qui tente de voler des secrets d'affaires d'une entreprise. Cette personne pourrait-elle être poursuivie en justice en vertu de l'article 1er du code des secrets d'affaires ?,15305
184,"Vous avez été témoin d'un accident de la route impliquant des tiers. Êtes-vous légalement obligé de témoigner devant les autorités compétentes sur ce qui s'est passé, en vertu de l'article donné ?",2220
185,"Je viens de causer des dommages à autrui par imprudence. Suis-je responsable des dommages causés en raison de ma négligence, selon l'article de loi mentionné ?",2221
186,J'ai récemment contacté le Service de médiation pour le consommateur concernant un litige avec une entreprise située en Belgique. Cette entreprise doit-elle couvrir les frais liés à la médiation pour le litige de consommation ?,10244
187,Je suis locataire et le propriétaire veut que je libère le logement. Ai-je le droit d'avoir des proches présents lors de la visite de l'expert mandaté par le propriétaire pour évaluer l'état du logement ?,8697
188,J'achète un produit défectueux en Belgique. Est-ce que je peux demander gratuitement une médiation pour résoudre le litige de consommation avec le vendeur ?,15998
189,Je réside en Belgique et souhaite vivre en cohabitation légale avec mon partenaire. Est-ce que je peux faire une déclaration de cohabitation légale même si mon partenaire et moi ne sommes pas mariés ?,2328
190,Mon petit-fils a été placé en famille d'accueil et je remets en question les décisions prises par les autorités. Dois-je assumer des frais pour que le Service de médiation pour le consommateur traite ma réclamation concernant les décisions prises pour mon petit-fils en famille d'accueil ?,1303
191,"Un couple de parents exerce conjointement l'autorité sur leur enfant. Puis-je administrer seul les biens de mon enfant sans consulter l'autre parent, mais en agissant de bonne foi ?",1282
192,"Je conteste une décision d'un organisme de sécurité sociale en Wallonie. Ai-je encore le droit de contester cette décision devant le tribunal du travail compétent, étant donné que cela fait 2 ans depuis que la décision a été prise?",9964
193,Je suis en conflit avec mon employeur concernant les cotisations de sécurité sociale. Le tribunal du travail a-t-il compétence pour traiter les contestations relatives aux obligations des employeurs concernant les cotisations de sécurité sociale selon l'article donné ?,4613
194,Je suis impliqué dans un litige de consommation. Est-ce que le traitement d'une demande de règlement extrajudiciaire d'un litige de consommation par le Service de médiation pour le consommateur est gratuit ?,12019
195,Je souhaite contester une décision du service de médiation pour le consommateur. Est-ce que le traitement de ma contestation est gratuit selon la loi en vigueur ?,21508
196,"Un médiateur a été mandaté pour résoudre un litige de consommation entre vous et une entreprise. 
Le médiateur peut-il exiger des frais pour traiter votre demande de règlement extrajudiciaire du litige de consommation ?",1144
197,J'ai acheté un produit et ai rencontré un litige de consommation. Le médiateur pour le consommateur peut-il traiter mon litige gratuitement ?,1173
198,Je souhaite résoudre un différend de consommation avec une entreprise. Le service de médiation pour le consommateur peut-il prendre en charge le règlement de mon litige gratuitement ?,1147
199,Vous avez acheté un produit défectueux en ligne et souhaitez résoudre le litige à l'amiable. Est-ce que le Service de médiation pour le consommateur peut traiter votre demande gratuitement ?,941
200,Un projet de plan environnemental est soumis à une enquête publique à Bruxelles. Doit-on envoyer les réclamations et observations à Bruxelles Environnement par voie postale ou électronique pendant le délai d'enquête publique ?,13
201,Un individu a déposé une plainte pour un litige de consommation auprès du Service de médiation pour le consommateur en Belgique. Le service est-il légalement tenu de traiter gratuitement cette demande de règlement extrajudiciaire ?,135
202,J'ai un litige de consommation avec une entreprise en Belgique. Le Service de médiation pour le consommateur peut-il traiter gratuitement mon litige selon l'article donné ?,2507
203,"Je suis impliqué dans un litige de consommation avec une entreprise en Belgique. Comment puis-je demander un règlement extrajudiciaire du litige avec le Service de médiation pour le consommateur, conformément à l'article de loi mentionné ?",870
204,"Je m'apprête à rompre un bail de courte durée que j'ai conclu avant le 18 mars 2020, en tant qu'étudiant non domicilié. Puis-je donner un congé d'un mois conformément à la dérogation de l'article 238 ?",858
205,Je suis locataire d'un logement à Bruxelles. Mon bail actuel est-il concerné par l'article mentionnant les baux régis par le titre XI du Code ?,2477
206,Je suis un consommateur en Belgique en conflit avec un commerçant. Est-ce que le service de médiation pour le consommateur peut traiter mon litige gratuitement ?,14580
207,Vous avez acheté un produit défectueux et souhaitez le retourner. Est-ce que le Service de médiation pour le consommateur peut traiter ma demande de règlement du litige concernant ce produit gratuitement ?,14594
208,J'ai signé un contrat de garantie avec un débiteur. Ai-je le droit de demander un remboursement au débiteur avant d'avoir payé en invoquant la garantie que j'ai signée avec lui ?,2750
209,"Un litige de consommation survient entre un consommateur et une entreprise en Belgique. Doit-on obligatoirement passer par le Service de médiation pour le consommateur pour régler ce litige, selon le Code de Droit Economique ?",19347
210,Mon frère refuse de quitter le logement que nous partageons en location. Ai-je le droit de demander son expulsion en tant que locataire principal ?,1521
211,Je veux mettre fin à un litige de consommation par le biais du Service de médiation pour le consommateur. Puis-je bénéficier du service de médiation gratuitement selon le Code de Droit Economique ?,7160
212,"Un litige de consommation est survenu, et je souhaite le résoudre de manière extrajudiciaire. Le Service de médiation pour le consommateur peut-il traiter mon litige gratuitement ?",16808
213,Ma grand-mère bénéficie d'une allocation pour l'aide aux personnes âgées en Belgique. Comment peut-elle demander que le paiement de son allocation s'effectue au moyen de chèques circulaires belges ?,7282
214,Un consommateur a engagé une médiation pour régler un litige de consommation. Est-ce que le service de médiation pour le consommateur est autorisé à facturer des frais pour traiter ce litige ?,1717
215,Vous êtes en conflit avec un tiers et vous avez intenté une action en justice. Le juge a-t-il le pouvoir de décider que les frais extraordinaires de poursuites soient payés par privilège sur le prix dans votre affaire ?,5897
216,Vous venez de subir un accident de travail et vous êtes en arrêt maladie. L'examen de reprise du travail est-il obligatoire avant de reprendre un travail adapté conformément à la loi ?,21057
217,"Après la fermeture de mon entreprise, je souhaite régler un litige de consommation. Est-il obligatoire de passer par le Service de médiation pour le consommateur pour résoudre mon litige de manière gratuite ?",21093
218,Une entreprise souhaite régler un litige de consommation via le Service de médiation pour le consommateur. Est-ce que la demande de règlement extrajudiciaire d'un litige de consommation par le Service de médiation pour le consommateur est gratuite pour les entreprises belges ?,2835
219,Je souhaite acheter un bien aux enchères. Est-ce que l'adjudicataire doit payer des frais au notaire selon l'article 1585 du Code de Procédure Civile ?,5896
220,Vous êtes en colocation à Bruxelles. Est-il obligatoire de signer un pacte de colocation pour formaliser les aspects de la vie en communauté et les modalités pratiques de l'habitat selon l'article Pacte de colocation ?,882
221,Une personne fait l'acquisition d'un produit défectueux en Belgique. Est-ce que le Service de médiation pour le consommateur traite les litiges liés aux produits défectueux conformément au Code de Droit Economique ?,876
222,J'ai acheté un produit défectueux en ligne. Puis-je faire appel au Service de médiation pour le consommateur pour régler ce litige sans frais ?,2267
223,"Vous avez acheté un bien immobilier en commun avec votre partenaire. Peut l'un d'entre vous disposer de ce bien entre vivants à titre gratuit sans le consentement de l'autre, selon l'article en question ?",2261
224,"Vous vivez dans une habitation en Belgique. Est-ce que je suis obligé de supporter les coûts d'achat, d'installation et de remplacement des détecteurs d'incendie dans mon logement conformément à la loi en vigueur ?",12019
225,Je suis propriétaire d'un immeuble locatif en Belgique. Dois-je installer des équipements de protection contre l'incendie conformément à la réglementation en vigueur ?,21508
226,"Un avocat est nommé pour représenter une personne accusée de crime devant un tribunal.
Est-ce que cette personne a le droit de consulter un avocat de son choix en plus de celui qui lui est assigné d'office ?",12019
227,"Je suis en charge d'un établissement commercial. Doit-on fournir une formation spécifique à tous les employés sur l'utilisation des équipements de protection contre l'incendie, selon la loi?",21508
228,Je souhaite donner tous mes biens à mon fiduciaire. Est-il légal de faire une donation de tous mes biens à mon fiduciaire en vertu de l'article donné ?,1636
229,Je suis en train de résoudre un litige de consommation avec une entreprise belge. Puis-je demander un règlement extrajudiciaire de ce litige gratuitement auprès du Service de médiation pour le consommateur ?,1808
230,Je cherche à obtenir une assistance judiciaire en Belgique. Ai-je le droit à une assistance judiciaire si je suis un étranger en situation régulière de séjour dans un État membre de l'Union européenne autre que la Belgique ?,4752
231,Je suis un résident étranger en Belgique et je souhaite obtenir un titre de voyage belge. Est-ce que je dois prouver que je bénéficie d'un droit de séjour à durée indéterminée pour pouvoir faire une demande de titre de voyage belge selon l'article donné ?,2915
232,"Je suis propriétaire d'immeubles non bâtis en pleine propriété. Pour le calcul de mes revenus, est-il obligatoire de déduire 60 euros des revenus cadastraux de ces biens, selon l'article donné ?",7256
233,Un locataire a demandé un règlement de litige avec son propriétaire auprès du Service de médiation pour le consommateur. Le locataire doit-il payer des frais pour que le médiateur traite leur litige ?,1073
234,Je veux contester une décision judiciaire concernant la contribution alimentaire pour mon enfant. Puis-je demander une révision de cette décision en vertu de l'article 203quater du Code civil ?,5517
235,Un consommateur a un différend avec une entreprise et envisage une médiation de conflit. Le service de médiation pour le consommateur peut-il intervenir dans le règlement de ce litige gratuitement ?,7654
236,Je suis un médiateur pour le consommateur. Dois-je fournir mes services de médiation gratuitement selon le Code de Droit Economique ?,1342
237,Un citoyen souhaite régler un litige de consommation à l'amiable par le biais du Service de médiation pour le consommateur. Est-ce que le traitement de sa demande de règlement extrajudiciaire par ce service sera gratuit selon le Code de Droit Economique ?,1957
238,J'ai reçu une citation à comparaître devant le tribunal pour établir la filiation de mon enfant. Ai-je le droit de contester cette procédure judiciaire destinée à établir la filiation de mon enfant ?,2863
239,Un couple attend un enfant et souhaite établir la reconnaissance prénatale. La mère doit-elle obligatoirement donner son consentement pour l'acte de reconnaissance prénatale selon l'article mentionné ?,939
240,J'ai reçu une facture de frais de taxi d'un prestataire de services. Ces frais de taxi peuvent-ils légalement être inclus dans les frais de fonctionnement qui me sont facturés ?,9695
241,Mon propriétaire me réclame des frais à Bruxelles. Est-ce légal pour mon propriétaire de me demander de couvrir les frais de transport conformément au tarif arrêté par le Roi ?,5112
242,Un crime a été commis et un témoin a fourni un témoignage obtenu en application de certaines dispositions de la loi. Le témoignage du témoin obtenu en vertu des articles 86bis et 86ter peut-il être utilisé comme preuve pour une infraction non mentionnée dans l'article 90ter ou liée à une organisation criminelle ?,13337
243,J'envisage de soumettre un litige de consommation à la médiation. La médiation pour les litiges de consommation est-elle obligatoire avant d'engager une procédure judiciaire ?,13336
244,Une entreprise a vendu un produit défectueux en Belgique. Puis-je demander un règlement extrajudiciaire du litige de consommation auprès du Service de médiation pour le consommateur gratuitement ?,2524
245,Un locataire occupe un logement collectif à Bruxelles avec d'autres colocataires. Le propriétaire peut-il exiger le paiement de l'intégralité du loyer à un seul des colocataires selon la loi en vigueur ?,12030
246,"Un individu souhaite devenir conseiller auprès d'un tribunal du travail. Est-il nécessaire d'avoir exercé des fonctions judiciaires au sein d'un tribunal du travail pour devenir conseiller, selon l'article en question ?",4098
247,Je suis employé par une entreprise belge. Dois-je obligatoirement être représenté par un avocat au tribunal du travail si je saisis le tribunal contre mon employeur ?,3880
248,Je songe à créer une société à responsabilité limitée à Bruxelles. Ai-je la possibilité de constituer cette société pour une durée déterminée selon l'article de loi donné?,20227
249,"Une entreprise a été assignée devant la Commission de recours à Bruxelles. Est-ce que la Commission de recours peut proroger le délai de traitement de la requête pour une durée totale de plus de quarante-cinq jours, en cas de circonstances exceptionnelles à Bruxelles ?",11680
250,Vous envisagez de vendre une maison dont vous avez un droit d'habitation. Pouvez-vous vendre la maison sans l'accord de votre conjoint ?,1563
251,Un consommateur a un litige avec une entreprise. Est-ce que le service de médiation pour le consommateur peut traiter gratuitement ce litige conformément au Code de Droit Économique ?,2261
252,Un locataire a un bail authentique et le bailleur vend la propriété louée à un acquéreur. L'acquéreur peut-il expulser le locataire en Région de Bruxelles-Capitale selon l'article donné ?,2514
253,Vous souhaitez vendre un bien loué à un locataire à Bruxelles. Êtes-vous obligé d'informer le locataire de votre intention de le vendre dans les délais prévus par la loi ou la convention en vigueur ?,2519
254,"Je suis sur le point de déposer une demande judiciaire dont le montant réclamé détermine la compétence d'attribution. Est-ce que le montant réclamé devra inclure les intérêts judiciaires, les dépens et les astreintes selon l'article donné ?",4577
255,J'ai reçu une notification du greffier de la Cour concernant les frais de procédure en réhabilitation. Dois-je payer ces frais dans un délai de deux mois après la notification du greffier pour que l'arrêt soit exécuté conformément à l'article 631 alinéa 2 ?,13915
256,Je suis en train de demander une pension alimentaire pour mon enfant. La pension alimentaire cessera-t-elle d'être due si la filiation paternelle est établie à l'égard d'un autre que le débiteur ?,1156
257,Je suis impliqué dans un litige de consommation avec une entreprise. Comment puis-je demander le règlement extrajudiciaire de ce litige en utilisant le service de médiation pour le consommateur ?,1155
258,J'ai décidé de demander une séparation de corps à mon conjoint. Est-il obligatoire d'avoir l'accord de mon conjoint pour entamer une procédure de séparation de corps selon l'article statutaire donné ?,16010
259,Je suis en train de rédiger un contrat de vente pour une voiture. Le réglement extrajudiciaire des litiges de consommation s'applique-t-il en cas de litige concernant ce contrat de vente de la voiture ?,1083
260,Je suis impliqué dans une affaire de garde et de visite transfrontières en tant que parent. Comment puis-je initier une procédure urgente devant le tribunal de la famille pour régler cette question ?,5455
261,Je suis employé dans une entreprise belge et je rencontre un litige avec un consommateur. Dois-je recourir au Service de médiation pour le consommateur pour régler ce litige selon le Code de Droit Économique en Belgique ?,1084
262,"J'ai signé un contrat de crédit à la consommation, mais le prêteur n'a pas encore mis les fonds à ma disposition. Dois-je effectuer un paiement avant de pouvoir utiliser le crédit accordé selon l'article donné ?",14424
263,Je suis en situation d'insolvabilité et je possède un bien faisant l'objet d'une clause de réserve de propriété après avoir payé 40% du prix au comptant. Puis-je conserver ce bien sans risquer qu'il me soit repris sans décision judiciaire ou accord écrit après mise en demeure ?,14508
264,Je suis en train de déposer une demande de règlement extrajudiciaire d'un litige de consommation. Le Service de médiation pour le consommateur peut-il exiger des frais pour traiter ma demande ?,5649
265,Un litige de consommation surgit entre moi et une entreprise. Est-ce que le Service de médiation pour le consommateur peut régler ce litige gratuitement selon le Code de Droit Economique ?,14004
266,J'ai signé un contrat avec une entreprise pour des services. Est-ce que je peux demander une médiation gratuite en cas de litige avec cette entreprise pour des services de consommation ?,2825
267,Je suis en litige avec une entreprise en tant que consommateur. Puis-je demander la médiation du Service de médiation pour le consommateur pour régler le litige sans frais ?,15683
268,J'ai hérité des biens d'une personne protégée. J'aimerais vendre l'une des propriétés. Est-ce que je peux conclure la vente de l'immeuble sans l'accord de l'administrateur de la personne et de l'administrateur des biens de la personne protégée ?,1385
269,"Je suis désigné comme administrateur des biens d'une personne. Dois-je informer la personne de confiance des actes que j'accomplis en tant qu'administrateur des biens, selon l'article statutaire donné ?",1389
270,Vous avez signé une convention de recours à la médiation pour résoudre un différend de consommation. Est-ce que le processus de médiation est obligatoire avant de saisir un tribunal pour ce litige de consommation ?,21495
271,J'ai subi un accident du travail nécessitant une évacuation rapide. L'employeur est-il légalement tenu de mettre en place des mesures d'évacuation pour assurer ma sécurité en cas d'incident similaire à l'article I.2-7 ?,21496
272,Un parent a demandé la saisie ou la cession de revenus et doit prouver la qualité d'enfant à charge. Les paiements réguliers d'une part contributive inférieure au montant insaisissable postulé peuvent-ils être considérés comme suffisants pour établir la qualité d'enfant à charge selon l'article cité ?,5731
273,Je souhaite déposer une demande de règlement extrajudiciaire d'un litige de consommation. Est-ce que le traitement de ma demande par le Service de médiation pour le consommateur sera gratuit selon la loi en vigueur ?,941
274,Un mineur souhaite déposer une plainte pour un litige de consommation. Est-ce que le service de médiation pour le consommateur traite également les litiges impliquant des mineurs gratuitement ?,5954
275,Vous héritez en tant que cohéritier. Êtes-vous légalement tenu de contribuer au paiement des dettes et charges de la succession en proportion de ce que vous prenez ?,1768
276,Un bail a été conclu pour une durée supérieure à neuf ans. Est-ce que le bail peut être prorogé automatiquement si aucune partie n'a notifié un congé six mois avant l'échéance ?,859
277,"Un bailleur vend une propriété louée. Est-ce que l'acquéreur peut expulser le locataire sans bail authentique ou dont la date est certaine à Bruxelles-Capitale, s'il ne s'est pas réservé ce droit dans le contrat de bail ?",2514
278,"Je veux saisir les juridictions belges pour des mesures d'urgence. Les juridictions belges peuvent-elles prendre des mesures provisoires concernant des personnes ou des biens situés en Belgique en cas d'urgence, même si ce n'est pas leur compétence habituelle ?",15962
279,"Après mon divorce, je cherche à protéger mes biens immobiliers. Pouvez-vous m'expliquer comment fonctionne l'interdiction d'aliéner ou d'hypothéquer des biens en cas de mesures urgentes et provisoires selon l'article de loi mentionné ?",5482
280,Je suis employeur et je vais construire un nouveau bâtiment pour mon entreprise. Suis-je tenu de respecter les dispositions concernant la sécurité en cas d'incendie énoncées dans l'article § 1er de la loi en matière de construction du bâtiment ?,21511
281,Je suis travailleur dans une entreprise belge. Suis-je obligé de participer aux exercices d'évacuation organisés au moins une fois par an selon l'article §1er de la loi en vigueur ?,21516
282,J'ai décidé de me séparer de mon colocataire actuel. Est-ce que je peux être expulsé si je ne fournis pas de garantie suffisante pour le loyer ?,2524
283,"Un locataire est expulsé d'un appartement sans préavis. Le bailleur est-il tenu de verser une indemnité équivalant au montant du loyer pendant la période de préavis après l'expulsion, selon l'article statutaire donné ?",2516
284,"Je suis en train de créer une entreprise à Bruxelles et j'ai besoin d'une autorisation de déroger pour certaines activités. Est-ce que je peux demander une prorogation pour circonstances exceptionnelles si je ne parviens pas à déposer une nouvelle demande un mois avant l'expiration de mon autorisation actuelle, comme le stipule l'article statutaire mentionné ?",21715
285,"Je travaille pour une entreprise qui vend des biens de consommation en Belgique. Est-ce que je peux demander une prorogation pour circonstances exceptionnelles à Bruxelles pour une affaire en cours de traitement par le médiateur pour le consommateur, sans payer de frais supplémentaires ?",419
286,Mon fils de 15 ans souhaite suivre une formation professionnelle non reconnue par la Communauté française. Dois-je informer les services du Gouvernement de ce choix avant le 1er octobre ?,11469
287,Un litige de consommation est survenu entre un consommateur et un commerçant en Belgique. Le Service de médiation pour le consommateur peut-il traiter gratuitement cette affaire de règlement extrajudiciaire des litiges de consommation ?,1292
288,"Une entreprise a contesté une décision de règlement amiable de dettes. Qui doit adresser les informations relatives à la révocation de cette décision au fichier des avis, selon l'article mentionné ?",5668
289,Je cherche des recours pour régler un litige de consommation en Belgique. Est-il gratuit de recourir au Service de médiation pour le consommateur pour régler ce litige ?,5669
290,Une entreprise a refusé de répondre à ma réclamation. Est-il obligatoire pour l'entreprise de participer à une médiation gratuite pour traiter ma réclamation en matière de litige de consommation ?,881
291,Un état des lieux intermédiaire doit être effectué en cas de départ anticipé d'un colocataire. Est-ce que le pacte de colocation prévoit une répartition des frais de réparation locative entre les colocataires ?,882
292,Mon voisin conteste la maternité de son enfant. Peut-il contester la maternité en dehors du délai prévu par la loi ?,1139
293,Un individu découvre qu'il pourrait ne pas être le père biologique de l'enfant dont il a la charge. Qui doit être appelé à la cause en cas d'action en recherche de paternité selon l'article donné ?,1140
294,Je suis en conflit avec une entreprise en tant que consommateur. Le médiateur pour le consommateur peut-il traiter mon litige gratuitement ?,4754
295,Je découvre un différend de consommation avec une entreprise. Puis-je faire appel au Service de médiation pour le consommateur pour régler ce litige sans frais ?,5438
296,Un employeur refuse de me payer mes heures supplémentaires. Est-ce que je peux obtenir une assistance juridique gratuite pour régler ce litige de consommation avec mon employeur en Belgique ?,8103
297,Suite à un dommage causé par une calamité agricole en Région wallonne. Dois-je obligatoirement assurer mes biens agricoles pour pouvoir bénéficier de l'aide financière du Gouvernement pour la réparation du dommage direct matériel causé par la calamité agricole ?,11155
298,Je souhaite louer un bien immobilier en Wallonie. Dois-je respecter des critères spécifiques pour obtenir un permis de location dans cette région ?,874
299,Un individu a soumis une demande de licence pour son entreprise. Est-il obligatoire pour le demandeur de fournir des renseignements utiles lors de la demande de licence conformément à l'article statutaire donné ?,3283
300,Un certificat de signature électronique inclut un pseudonyme. Le prestataire de services de confiance est-il autorisé à divulguer des informations sur l'identité du titulaire en cas de demande des autorités compétentes pour la recherche d'infractions ?,15352
301,J'ai acheté un produit défectueux en France et je souhaite obtenir une compensation. Puis-je demander un règlement extrajudiciaire de mon litige de consommation auprès du Service de médiation pour le consommateur en tant que consommateur étranger ?,1389
302,"Contexte: Un locataire a reçu une lettre de son propriétaire l'informant qu'il n'a pas le droit d'héberger des amis dans son appartement à Bruxelles.

Question: Le propriétaire peut-il légalement interdire au locataire d'héberger des amis dans son appartement à Bruxelles selon la loi en vigueur?",22446
303,"Je suis un locataire dans la région de Bruxelles-Capitale et je souhaite vendre le bien loué. Est-ce que je dois informer mon locataire lors de la vente du bien s'il veut user de la faculté d'expulser le locataire, conformément à la loi ou à la convention?",2519
304,Un créancier alimentaire souhaite modifier les modalités de paiement des aliments dus par le débiteur. Le débiteur peut-il refuser la demande de modification des conditions de versement des aliments ?,16030
305,J'ai acheté un produit défectueux en Belgique. Puis-je demander la médiation du Service de médiation pour le consommateur pour régler le litige sans frais ?,5684
306,J'ai obtenu une aide juridique pour un litige de consommation. Dois-je payer des frais pour le traitement de mon litige par le Service de médiation pour le consommateur ?,4512
307,Je suis parties impliquées dans un litige de consommation. Le service de médiation pour le consommateur peut-il traiter notre litige gratuitement ?,8103
308,Une entreprise refuse de résoudre un litige de consommation directement avec moi. Est-ce que je peux recourir gratuitement au service de médiation pour le consommateur pour régler ce différend ?,1144
309,Le médiateur a reçu ma demande de règlement d'un litige de consommation. Dois-je assister à une audience en personne pour régler ce litige par le biais du Service de médiation pour le consommateur ?,1281
310,"Un mineur souhaite faire une donation à son époux majeur. Peut-il le faire seul, sans assistance ou autorisation de ses parents ou du tribunal ?",1979
311,Je souhaite recourir à la médiation pour résoudre un litige de consommation en Belgique. La médiation pour les litiges de consommation est-elle gratuite en Belgique ?,5731
312,Ma colocataire souhaite mettre fin au bail que nous partageons à Bruxelles. Peut-elle résilier le bail avant l'échéance sans mon consentement selon l'article relatif à la colocation anticipée du bail à Bruxelles ?,881
313,"Deux colocataires ont établi un pacte de colocation à Bruxelles. Est-il nécessaire de procéder à un état des lieux intermédiaire en cas de départ anticipé d'un colocataire, selon l'article Pacte de colocation ?",882
314,Un litige de consommation est survenu et je souhaite le régler de manière extrajudiciaire. Est-ce que le traitement de ma demande par le Service de médiation pour le consommateur est gratuit ?,2477
315,Un consommateur belge souhaite régler un litige avec une entreprise par le biais du service de médiation pour le consommateur. L'entreprise est-elle obligée de participer au processus de médiation sans frais ?,5560
316,"Je souhaite clôturer la liquidation d'une ASBL en Belgique. Lors de la publication de la clôture de la liquidation, suis-je tenu de mentionner l'endroit où les livres et documents sociaux seront conservés pendant au moins cinq ans ?",19926
317,J'ai reçu un décompte de charges deux ans après la fin de mon bail en Wallonie. Suis-je tenu de payer les charges mentionnées dans ce décompte après un tel délai ?,845
318,"Un couple a décidé de vivre en cohabitation légale. Les cohabitants légaux doivent-ils contribuer également aux charges de la vie commune, peu importe leurs facultés respectives ?",2334
319,"Mon partenaire et moi souhaitons devenir cohabitants légaux. En cas de décès de l'un d'entre nous, les dispositions successorales s'appliquent-elles automatiquement selon le statut de cohabitant légal ?",2331
320,"Je souhaite participer à une séance de médiation avec une entreprise en Belgique. Est-ce que le traitement de la demande de règlement extrajudiciaire de litiges de consommation par le Service de médiation pour le consommateur est gratuit, même si l'entreprise est basée en Belgique ?",5087
321,J'ai engagé des démarches pour résoudre un litige de consommation avec une entreprise située en Belgique. Le service de médiation pour le consommateur peut-il traiter mon litige sans que j'aie à payer de frais ?,3792
322,Une entreprise belge refuse de rembourser un achat défectueux. La médiation pour le consommateur peut-elle contraindre l'entreprise à rembourser sans frais ?,778
323,Un consommateur souhaite régler un litige. Le Service de médiation pour le consommateur peut-il exiger des frais pour traiter ce litige conformément à l'article du Code de Droit Économique ?,15913
324,Est-il nécessaire d'établir la paternité pour bénéficier de certains droits parentaux? Doit-on toujours établir la paternité conformément aux articles 315 ou 317 pour bénéficier de ces droits?,6632
325,Une personne a vandalisé ma propriété et je veux demander réparation. Est-ce que la loi exige que je fasse une déclaration officielle de plainte pour demander réparation pour le vandalisme commis sur ma propriété ?,2001
326,J'ai soumis une demande de règlement extrajudiciaire d'un litige de consommation au Service de médiation pour le consommateur. Quelle autorité a le pouvoir de traiter ma demande de règlement extrajudiciaire de litige de consommation selon la loi en vigueur ?,13544
327,Vous avez signé un contrat avec un service de médiation pour le consommateur en Belgique Est-ce que le règlement extrajudiciaire des litiges de consommation sera gratuit pour le litige impliquant ce service de médiation pour le consommateur ?,22582
328,Mon entreprise est impliquée dans un litige de consommation. Puis-je demander une médiation gratuite auprès du Service de médiation pour le consommateur pour régler ce litige?,16010
329,Mon entreprise et un client ont un litige de consommation. Est-ce que le Service de médiation pour le consommateur peut traiter notre litige gratuitement ?,1083
330,"Vous avez signé un contrat de location pour une maison meublée mais n'avez pas fourni de garanties de paiement. Êtes-vous légalement obligé de fournir des sûretés pour garantir le paiement du loyer, selon l'article statutaire mentionné ?",2524
331,Nous avons conclu un pacte de colocation. Un colocataire part avant la fin du bail. Devons-nous suivre les dispositions du pacte pour déterminer le paiement du loyer en cas de départ anticipé d'un colocataire ?,882
332,Je reçois un jugement du tribunal de la famille avec lequel je ne suis pas d'accord. Puis-je contester la décision du tribunal de la famille et demander une révision de celle-ci ?,5499
333,"Je me trouve en litige avec une entreprise concernant un produit acheté. Est-il obligatoire de passer par le Service de médiation pour le consommateur pour résoudre ce litige de consommation, ou puis-je choisir une autre méthode de résolution ?",1129
334,Je veux faire une réclamation contre une entreprise pour un litige. Est-ce que le Service de médiation pour le consommateur peut traiter ma réclamation gratuitement en Belgique ?,17950
335,J'examine un document pour une présentation de candidature. Est-il illégal d'apposer la signature d'une autre personne sur des documents relatifs à la candidature ?,17949
336,Je suis impliqué dans un litige de consommation avec une entreprise. Quelles sont les compétences du Service de médiation pour le consommateur en Belgique pour régler ce type de litiges ?,1017
337,J'ai reçu une citation à comparaître devant le tribunal de la famille. Suis-je tenu de payer des frais pour la procédure judiciaire relative à l'établissement de la filiation paternelle dans ce cas ?,2262
338,Vous souhaitez obtenir une indemnisation pour un dommage de consommation. Est-ce que le Service de médiation pour le consommateur peut traiter votre demande gratuitement ?,8940
339,Un litige de consommation survient concernant un produit défectueux. Le traitement de ce litige par le Service de médiation pour le consommateur est-il gratuit ?,8724
340,"Je dirige une entreprise qui offre des services à des bénéficiaires. Mon assurance doit-elle couvrir les activités collectives qui se déroulent dans les locaux de mon service, conformément à la loi ?",8046
