,synthetic_question,article_ids
3488,"Un individu a agi en tant que dépositaire d'une somme d'argent, mais a ensuite violé la confiance en détournant les fonds. Est-ce que ce dépositaire infidèle peut se prévaloir des dispositions relatives à la cession selon cette loi ?",2662
3489,"Après avoir été convoqué deux fois par le conseiller en prévention-médecin du travail, le lauréat n'a pas donné suite. Est-ce que la Direction de la Sélection peut exclure le lauréat de la réserve s'il ne répond pas aux convocations du conseiller en prévention-médecin du travail ?",18187
3490,Une commission permanente doit être présidée. Qui assume la présidence de la commission permanente en l'absence du directeur général de la direction générale HUT et du fonctionnaire de l'Agence européenne pour la sécurité et la santé au travail?,21386
3491,Une entreprise pense avoir été victime d'une fraude fiscale potentielle. Peut-on engager des poursuites pénales contre un individu pour fraude fiscale sans la dénonciation du ministre compétent ?,6415
3492,Je souhaite obtenir une accréditation pour mon entreprise en Belgique. Est-ce que le Conseil national d'accréditation peut émettre des avis sur tous les aspects liés à l'accréditation ?,14801
3493,"Mon conjoint décède sans laisser de testament. Nous avons des enfants ensemble. Est-ce que je peux bénéficier de l'usufruit de toute la succession en tant que conjoint survivant, conforme à l'article 913 du Code des droits de succession en Belgique ?",1819
3494,Un travailleur souhaite consulter la personne de confiance pendant ses heures de travail. L'employeur doit-il payer les frais de déplacement du travailleur pour se rendre auprès de la personne de confiance ou du conseiller en prévention ?,20987
3495,Une organisation reçoit une subvention gouvernementale. Les modalités de contrôle de l'utilisation de cette subvention sont-elles définies par les articles 474/3 à 474/5 ?,8891
3496,Une organisation veut ouvrir un nouveau service de réadaptation fonctionnelle. Est-ce que l'organisation peut bénéficier de subsides pour les dépenses liées à la création de ce nouveau service selon l'article donné ?,8346
3497,"Je souhaite vendre un bien immobilier et dois notifier cette intention aux autorités compétentes. Dois-je obligatoirement envoyer cette notification par lettre recommandée avec accusé de réception, ou puis-je utiliser d'autres formes de communication autorisées?",509
3498,Je suis un créancier d'un associé d'une société. Puis-je saisir les biens de la société pour récupérer ma créance ?,20057
3499,"Un nouvel ensemble résidentiel est en cours de construction et doit être raccordé au réseau d'eau. Qui est responsable d'arrêter les dispositions techniques, y compris les normes de protection des installations, pour le raccordement de cet ensemble au réseau d'eau selon la loi en vigueur en Belgique ?",16684
3500,"Suite à un incident en mer, l'OFEAN émet des recommandations de sécurité. Les destinataires des recommandations de sécurité sont-ils tenus de les suivre ou peuvent-ils les ignorer sans conséquence sur leur responsabilité en cas d'accident maritime ?",19472
3501,Un litige foncier nécessite une descente sur les lieux pour évaluer la situation. Les règles de l'article 945 s'appliquent-elles automatiquement à la descente sur les lieux en cas de litige foncier ?,5110
3502,Des effets ont été saisis et un gardien judiciaire a été établi pour les conserver. Quelles sont les obligations réciproques entre le saisissant et le gardien judiciaire en ce qui concerne la conservation des effets saisis selon l'article de la loi donné ?,2682
3503,Un employé a introduit une demande d'intervention psychosociale pour harcèlement moral au travail. Quels documents doivent obligatoirement être inclus dans le dossier individuel de l'employé selon la loi?,21018
3504,Une personne a été reconnue coupable d'une infraction criminelle en Belgique. Quelles sont les peines applicables pour les infractions commises par des personnes physiques en matière criminelle et correctionnelle ?,6080
3505,Je souhaite faire une donation à un proche. Dois-je être sain d'esprit pour effectuer cette donation selon la loi ?,1807
3506,Un locataire souhaite savoir s'il peut demander une révision du montant des frais et charges forfaitaires inclus dans son bail. Peut-il demander la révision de ces frais à tout moment ou y a-t-il des conditions spécifiques à respecter ?,842
3507,Un individu souhaite rectifier un acte d'état civil. Peut-il faire une demande de rectification directement au tribunal de la famille sans passer par l'officier de l'état civil d'abord ?,924
3508,Un employé a été suivi par le conseiller en prévention aspects psychosociaux et la personne de confiance en raison de problèmes au travail. Est-il obligatoire pour le conseiller en prévention aspects psychosociaux et la personne de confiance de partager des informations pertinentes sur leurs interventions psychosociales pour aider l'employé ?,21039
3509,"Plusieurs personnes sont copropriétaires d'un navire et doivent mettre un terme à cette situation. Est-il possible de mettre fin à la copropriété quirataire du navire par la constitution d'une société ou d'une personne morale reprenant la propriété du navire, selon cet article du Code de la Navigation intérieure ?",19010
3510,Une commune en Belgique a établi un rapport sur l'évacuation et le traitement des eaux usées. Est-ce que ce rapport doit être communiqué à la S.P.G.E. et aux organismes d'assainissement agréés dans un délai spécifique ?,16535
3511,"Suite à un litige financier, un jugement est rendu par le tribunal. Est-ce que ce jugement doit obligatoirement détailler le calcul des entrées et sorties d'argent, ainsi que le reliquat le cas échéant ?",5595
3512,Deux entreprises ont signé une convention d'arbitrage pour régler tout litige éventuel relatif à un contrat entre elles. La convention d'arbitrage peut-elle être utilisée pour des différends non liés à un rapport de droit déterminé mentionné dans le contrat initial ?,6004
3513,"Une association utilise l'appellation ""Service d'aide et de soins aux personnes prostituées"" sans agrément. Est-il possible d'être puni uniquement pour s'opposer au contrôle de l'administration sans autre infraction en lien avec le service utilisé ?",10060
3514,Un avocat étranger est inscrit à l'Ordre des avocats en Belgique. Une procédure disciplinaire est en cours. L'interdiction d'exercer la profession d'avocat dans son pays d'origine entraînera-t-elle automatiquement une interdiction similaire en Belgique ?,4441
3515,Je suis récemment arrivé en Belgique et je souhaite suivre une formation à la citoyenneté. Est-ce que la formation à la citoyenneté dispensée au sein d'organismes agréés dans le cadre des initiatives locales d'intégration est gratuite pour les participants ?,10157
3516,Une municipalité souhaite protéger un quartier historique en maintenant son apparence d'origine. Peut-on effectuer des travaux dans ce quartier sans obtenir d'autorisation particulière en raison de son caractère culturel et historique ?,12538
3517,Une entreprise souhaite acquérir les droits sur une base de données. Peut-on céder de manière exclusive le droit sur une base de données conformément à la loi ?,15266
3518,Je m'intéresse à participer à des élections politiques en Belgique. Quelle loi spéciale définit le groupe de listes déposant une déclaration de correspondance pour une formation politique dans le cadre des élections ?,3124
3519,Une entreprise a fait l'objet d'une liquidation et d'une faillite. Est-ce que la société mère ou les sociétés constituant le consortium sont responsables de répondre aux amendes pénales et administratives à la place de l'exploitant défaillant dû à ces situations ?,11993
3520,Des tensions surviennent au sein du conseil communal. Peut-on déposer une motion de méfiance collective à l'égard du collège communal sans présenter de successeur prévu à cet effet selon l'article cité ?,17049
3521,Un couple est en train de divorcer en Belgique. Les enfants nés du mariage conserveront-ils les avantages prévus par les lois et conventions matrimoniales après le divorce ?,1089
3522,Un couple vient de devenir parent et envisage d'adopter leur enfant. Combien de temps doivent-ils attendre après la naissance de l'enfant avant de pouvoir consentir à l'adoption selon la loi ?,1174
3523,Un employé a introduit une demande en vertu de l'article 2 de la loi du 2 juin 2010 devant le tribunal du travail. Le président du tribunal du travail a-t-il le pouvoir de statuer sur de telles demandes conformément à cette loi ?,4635
3524,Un individu a effectué un paiement en cachant des biens pour éviter de payer ses dettes. Le paiement qu'il a effectué en cachant des biens pour échapper à ses créanciers est-il légalement opposable selon cet article de loi ?,15824
3525,Je demande un accès à mes données personnelles détenues par le Service public fédéral de l'Économie. Est-ce que le Service public fédéral de l'Économie peut retarder ou limiter mon accès à mes données personnelles pour des besoins de contrôle ou d'enquête ?,15401
3526,Les élections locales approchent et vous souhaitez participer en tant que candidat. Est-ce possible pour un candidat de faire partie des assesseurs dans un bureau de vote lors des élections locales ?,3186
3527,Je souhaite transférer des titres nominatifs à une autre personne. Dois-je obligatoirement faire une déclaration de transfert inscrite dans le registre pour que le transfert soit opposable à la société et aux tiers selon la loi ?,20430
3528,Une affaire est instruite par le Collège de la concurrence et des parties sont invitées à formuler des observations. Est-ce que les parties concernées doivent payer pour obtenir une copie électronique du dossier d'instruction et du dossier de procédure dans le cadre de cette affaire ?,14097
3529,Un individu souhaite entamer une procédure d'adoption en Belgique. Est-ce que le procureur du Roi peut engager la procédure d'adoption sur demande de toute personne intéressée ?,5380
3530,"Deux parties sont en litige concernant des fonds importants. Est-il obligatoire d'avoir recours à un séquestre pour conserver ces fonds pendant que le litige est en cours, ou peut-on décider de faire un séquestre conventionnellement sans approbation judiciaire ?",2675
3531,Un individu doit verser une pension alimentaire conformément à une décision de justice. Les montants de la pension alimentaire sont-ils ajustés en fonction de l'évolution de l'indice général des prix à la consommation en Belgique ?,7660
3532,Le Comité doit soumettre un rapport annuel sur le prix de l'eau. Est-ce que ce rapport évalue les incidences socio-économiques de l'évolution du prix de l'eau ?,16134
3533,J'ai un emploi à temps partiel pour lequel je voudrais demander une subvention annuelle. Est-ce que le montant de la subvention sera calculé en fonction du temps que je travaille ou y a-t-il un montant forfaitaire fixe dans ce cas ?,11801
3534,Un projet de construction bénéficie de dérogations selon le présent Livre. Ces dérogations s'appliquent-elles également aux actes relevant d'autres législations liées au même projet de construction ?,12908
3535,Un employé a besoin de s'absenter du travail pour des raisons familiales urgentes. Est-ce que le congé pour des motifs familiaux impérieux est rémunéré en Belgique ?,18566
3536,"Une entreprise envisage une transition de direction. Est-il obligatoire de transmettre les titres, certificat de bonne vie et moeurs et délégation de pouvoir écrite à l'Agence lors d'un changement de direction ?",9113
3537,Un débiteur a déposé une requête en réorganisation judiciaire. Peut-il demander la suspension des opérations de vente forcée de ses biens meubles ou immeubles en cours de procédure ?,15761
3538,Des données personnelles ont été transmises de manière incorrecte à une autorité étrangère. Dois-je être informé(e) immédiatement si mes données à caractère personnel ont été transmises de façon illicite selon l'article XV.52 du Code de Droit Economique ?,15461
3539,Un agent de la Sûreté de l'Etat est menacé et a besoin de protection. La Commission de protection peut-elle accorder des mesures de protection spéciales à cet agent en vertu de l'article 104 du Code de Droit Economique ?,13383
3540,Un individu a emprunté des biens et n'a pas respecté les conditions de restitution. Est-ce que l'emprunteur doit payer des intérêts à partir de quand s'il ne rend pas les biens prêtés ou leur valeur à la date convenue ?,2619
3541,"Le Bureau est chargé de financer les programmes prévus par l'article VIII.5. Les contributions techniques et/ou financières pour ces programmes sont-elles obligation pour toutes les parties concernées, ou sont-elles basées sur les intérêts spécifiques de chaque partie ?",14781
3542,Une association communale reçoit une subvention de 3 000 euros d'une province. Est-ce que cette association devra respecter les obligations prévues par le présent titre pour cette subvention ?,17698
3543,Je travaille dans un environnement où je suis exposé à des agents chimiques dangereux. Mon employeur est-il légalement tenu de supprimer ou de réduire les risques pour ma santé et ma sécurité liés à ces agents chimiques ?,21878
3544,Un ministère souhaite dépenser une somme spécifique pour un projet particulier. Le ministère peut-il dépasser le montant fixé pour ce projet s'il est spécifié que les crédits sont non limitatifs dans le libellé ?,9497
3545,Un navire doit bénéficier des services de contrôle de la navigation. Est-ce que le propriétaire du navire doit payer une redevance en échange de ces services selon l'article de loi donné ?,19678
3546,Un époux investit des biens spécifiques dans le patrimoine commun. Peut-il limiter sa contribution financière à une certaine somme lors de la dissolution du régime matrimonial ?,2294
3547,Une entreprise a récemment été accusée d'obtenir frauduleusement des certificats de conformité. Est-ce que ceux qui obtiennent frauduleusement des certificats de conformité sont passibles de sanctions de niveau 2 selon l'article cité ?,15539
3548,"Des individus sont impliqués dans des activités illégales liées aux transactions immobilières. Peut-on bénéficier d'une peine minimale en cas de participation à des infractions visées à l'article 300 liées à l'achat, à la vente ou à la location d'immeubles ?",545
3549,Je suis un Belge majeur et j'ai la conviction que le sexe mentionné dans mon acte de naissance ne correspond pas à mon identité de genre vécue intimement. Est-ce que je peux faire une déclaration auprès de l'officier de l'état civil pour demander la modification de l'enregistrement de mon sexe sans devoir payer de frais pour cette démarche ?,1007
3550,Un scientifique doit effectuer des mesures dans un laboratoire en Belgique. L’utilisation des unités internationales (SI) est-elle obligatoire pour ces mesures dans ce contexte belge ?,14806
3551,Un organisme d'enquête est chargé de mener des enquêtes sur des questions de sécurité. Doit-il publier un rapport annuel rendant compte des enquêtes effectuées et des recommandations formulées en matière de sécurité ?,3411
3552,Un navire est affrété pour une certaine période. Le fréteur peut-il demander à examiner le navire de mer à tout moment pendant la période d'affrètement sans frais supplémentaires pour l'affréteur ?,19197
3553,Les travailleurs effectuent régulièrement des tâches de manutention manuelle de charges dans l'entreprise. Est-ce à l'employeur de mettre en place une surveillance de la santé pour ces travailleurs ?,22121
3554,Une personne a utilisé un nom fictif dans un document officiel. Est-il légal de fournir un faux nom pour obtenir un passeport ou un livret en Belgique ?,6314
3555,Une décision doit être prise par le Collège provincial suite à une enquête publique. Est-ce que le Gouvernement peut réformer ces décisions d'office sans aucun recours de la direction de la wateringue ou du gouverneur de la province ?,16352
3556,Une entreprise alimentaire doit évaluer les risques liés au bien-être de ses travailleurs en contact avec des denrées alimentaires. Est-ce que l'employeur doit obligatoirement soumettre les résultats de cette évaluation au Comité dans un délai de deux mois suivant l'analyse ?,22055
3557,Un permis de construire a été délivré et une contestation a été introduite devant le Conseil d'Etat. Combien de temps la période de suspension du plan de secteur ou du permis court-elle jusqu'à la réception de l'arrêt final par le Gouvernement ?,13055
3558,Un bateau a causé des dommages. Quelles sont les limites de responsabilité à l'égard des créances pour les dommages causés par un bateau non destiné au transport de marchandises?,19547
3559,Une partie concernée dans une affaire de concurrence a fait une déclaration de transaction. La décision de transaction prise par l'auditeur est-elle susceptible de recours selon l'article IV.58 du Code de Droit économique?,14107
3560,Un bateau a été saisi conservatoirement en raison d'un litige en cours. Est-ce que l'ordonnance autorisant le renouvellement de la saisie conservatoire doit indiquer spécifiquement l'objet de la saisie à renouveler ?,18933
3561,Une personne va être accueillie dans un service spécifique. Est-ce qu'une procédure d'accueil doit être mise en place pour répondre à ses besoins spécifiques et faciliter son intégration dans le service ?,8711
3562,Je travaille pour une institution provinciale en Belgique. Qui est responsable de l'adoption de l'organigramme des services provinciaux ?,17529
3563,Je suis convoqué à un interrogatoire par le procureur du Roi. Puis-je demander une transcription complète de l'audition enregistrée après l'interrogatoire ?,13392
3564,Vous possédez une propriété le long d'un cours d'eau non navigable en Belgique. Qui est désigné comme gestionnaire des cours d'eau non navigables de troisième catégorie selon la loi?,16156
3565,Un employeur doit effectuer des déclarations concernant la surveillance de la santé de ses travailleurs. Est-il nécessaire pour l'employeur de déclarer immédiatement les travailleurs soumis à des examens de santé prolongés à une agence spécifique comme indiqué dans l'annexe V.5-1 de la loi ?,21796
3566,La commune a adopté un avant-projet de plan d'aménagement communal avant l'entrée en vigueur du Code. Doit-elle suivre les dispositions en vigueur avant cette date pour achever l'établissement du plan ?,12648
3567,Une société de logement de service public en Wallonie fait une demande d'accord sur l'attribution d'un marché. Qui est chargé d'instruire la demande d'accord sur l'attribution du marché dans ce cas selon l'article donné ?,9320
3568,Je souhaite conclure un accord de services avec un prestataire. Est-il obligatoire que ce contrat soit rédigé par écrit pour être valide selon la loi?,8028
3569,"Une entreprise est en difficulté financière et des indices graves de faillite sont observés. Est-ce que le président du tribunal peut, sur requête unilatérale ou d'office, dessaisir partiellement l'entreprise de la gestion de ses activités en cas d'indices sérieux de faillite selon l'article donné?",15741
3570,Un avocat d'un état membre de l'UE veut exercer sa profession en Belgique. Doit-il maintenir son inscription auprès de l'autorité compétente de son état d'origine pour exercer en Belgique sous son titre professionnel d'origine?,4439
3571,Un membre du conseil d'administration d'une entreprise ferroviaire occupe également un poste de direction au sein d'un gestionnaire de l'infrastructure. Cette situation est-elle autorisée selon la loi en vigueur ?,3274
3572,Une personne qui est prévenu dans une affaire pénale n'est pas en détention. Peut-elle bénéficier de l'opposition si elle n'a pas élu domicile dans le lieu où siège l'autorité judiciaire en conflit dans le délai fixé ?,13852
3573,Un agriculteur cherche à diversifier ses activités et sollicite un service de conseil. Peut-il bénéficier d'une subvention du Gouvernement pour couvrir les coûts de gestion de ce service de conseil ?,11071
3574,Un litige civil est porté devant un tribunal. Le juge peut-il ordonner un mode de résolution amiable des litiges lors de la première audience de l'affaire ?,4820
3575,"Je souhaite devenir conducteur de train en Belgique. Est-ce que ma licence de conducteur de train, une fois délivrée par l'autorité de sécurité, sera valide dans toute l'Union européenne ?",3418
3576,Un propriétaire foncier modifie la destination d'une parcelle suite à un changement dans le plan de secteur et cède finalement des droits réels sur la parcelle à titre onéreux. Est-il alors redevable de la taxe sur les bénéfices de la planification en vertu de la loi donnée ?,13047
3577,Un créancier a émis un commandement de payer à un débiteur. Le créancier peut-il demander la transcription du commandement auprès de l'administration fiscale pour garantir le recouvrement de sa dette ?,5866
3578,"Un agent gouvernemental bénéficie d'un logement gratuit fourni par l'administration, il reçoit également chauffage et éclairage. Est-ce que l'agent doit supporter certaines charges locatives en raison du logement fourni par l'administration ?",18736
3579,"Je cherche à bénéficier d'une subvention de l'AWIPH pour agrandir mon service de réadaptation fonctionnelle pour personnes handicapées. Comment l'AWIPH détermine-t-elle le nombre de personnes handicapées en fonction duquel elle intervient dans le coût des achats, travaux ou locations pour un centre ou service de réadaptation fonctionnelle ?",8349
3580,Un mineur non marié commet une infraction et est condamné. Les parents du mineur peuvent-ils être tenus responsables des amendes et dommages-intérêts résultant de sa condamnation selon cet article de loi ?,3741
3581,Un individu a commis un acte criminel et a causé la mort de sa mère. Est-il passible de la qualification de parricide en vertu de cet article de loi s'il est prouvé qu'il a tué sa mère ?,6513
3582,"Plusieurs personnes sont obligées en vertu d'un chèque. Le porteur du chèque peut-il agir individuellement contre une seule des personnes obligées, sans devoir suivre l'ordre dans lequel elles se sont engagées ?",14748
3583,Je suis intimé dans une affaire judiciaire et je dois me présenter à l'audience. Dois-je obligatoirement faire une déclaration de comparution à l'audience selon cet article de loi ?,5163
3584,Une personne sourde-muette a hérité de biens et doit accepter l'héritage. Doit-elle obligatoirement être représentée par un curateur pour accepter l'héritage si elle ne sait pas écrire ?,1838
3585,Une entreprise en Belgique doit déposer ses comptes annuels auprès de la Banque nationale de Belgique. Est-ce que les membres de la direction et le commissaire doivent être identifiés dans les documents déposés ?,19951
3586,Vous contractez un emprunt auprès d'une institution financière. Est-ce que la garantie accordée pour l'emprunt couvre également le paiement des intérêts intercalaires ?,9351
3587,"Vous êtes avocat plaidant devant une cour d'appel en Belgique. Selon la loi, qui est le premier membre à être mentionné dans la liste de rang au sein de la cour d'appel ?",4201
3588,Je suis en train d'obtenir un prêt et je vais bientôt avoir une consultation avec la Banque. Est-ce que la Banque a le droit de consulter des fichiers relatifs aux dettes impayées des consommateurs pour compléter les informations lors de ma consultation préalable à l'obtention du prêt ?,14528
3589,"J'ai souscrit à un service financier en ligne. Puis-je me rétracter du contrat dans un délai de 14 jours sans donner de motif et sans pénalité, si le fournisseur n'a aucune influence sur le prix en raison des fluctuations du marché financier ?",14216
3590,Un propriétaire de terrain germanophone voit son terrain inutilisable suite à une nouvelle réglementation d'urbanisme. Aura-t-il droit à une indemnité de la Communauté germanophone dans ce cas ?,13033
3591,Je suis en train d'examiner un arrêté qui concerne la réglementation du personnel. Est-ce que les articles 26 à 29 de cet arrêté s'appliquent au personnel mentionné dans la sous-section en question ?,9632
3592,Une entreprise a été saisie d'une réclamation et le médiateur a rédigé un rapport. Les parties sont en litige. Les parties impliquées dans le litige ont-elles accès au dossier des réclamations et au rapport établi par le médiateur pendant le délai prévu par la loi ?,2967
3593,"Les ministres sont tenus d'assister et peuvent être demandés dans les Chambres. Le Sénat a-t-il le droit de demander la présence des ministres dans le cadre d'un projet de loi discuté à l'article 77 ou un projet de loi à l'article 78, selon la loi?",22531
3594,Une amende administrative a été infligée en vertu d'une loi particulière. Doit-on payer des décimes additionnels sur cette amende administrative conformément à la loi du 5 mars 1952 ?,6962
3595,Une affaire familiale nécessite une action urgente devant le juge compétent. Est-il possible de demander une ordonnance pour abréger les délais et citer les parties concernées dans la journée même ?,4795
3596,Un couple souhaite bénéficier des dispositions spécifiques relatives aux ménages. Quelles sont les conditions à remplir pour qu'un ménage puisse bénéficier des dispositions prévues dans ce titre ?,758
3597,Un employeur envisage de faire travailler des personnes âgées de 16 ans dans son entrepôt pour actionner des transpalettes. Quelles sont les conditions requises pour que des personnes âgées de 16 ans puissent opérer un transpalette selon l'article X.3-2 du Code de Droit Économique ?,22211
3598,"Je suis en train de rechercher une chambre à louer dans une résidence étudiante en Belgique. Est-ce que le prix de la location de la chambre comprend trois parties distinctes calculées de manière forfaitaire, comme le stipule l'article 410/3 du Code du Logement en Belgique ?",10414
3599,"Des bateaux, dans différents endroits, enfreignent l'article 2.4.5.13. Quelle sanction encourt un navire qui viole cet article lorsqu'il est amarré dans un port ?",19619
3600,"Un mandataire a réalisé ses missions de gestion, mais pas entièrement dans les délais impartis. Peut-on qualifier l'évaluation de favorables dans cette situation, selon la loi?",18516
3601,Une équipe de base est mise en place conformément à l'article 491/18 du Code décrétal. Est-ce que la fonction de psychologue au sein de cette équipe est réservée uniquement à ceux qui possèdent un diplôme de master en psychologie conformément à la loi du 8 novembre 1993 ?,9479
3602,Il s'agit de la composition d'une autorité administrative. Est-ce que la délégation de l'autorité comprend des représentants des organisations syndicales selon cet article ?,9617
3603,"Une entreprise a enfreint une réglementation. Le ministère public a évalué qu'aucune action pénale n'est nécessaire. Est-ce que les amendes administratives pour cette infraction doivent être versées à l'Agence concernée, selon la loi statutaire mentionnée ?",9957
3604,"Une personne est sous régime de protection et souhaite être assistée par une personne de confiance. Est-il possible pour le juge de paix de désigner d'office une personne de confiance si la personne protégée n'a pas fait de désignation personnelle, et si oui, quelles sont les conditions pour cette désignation d'office ?",1424
3605,Les travailleurs ont reçu des équipements de protection individuelle (EPI) conformément au Code du Travail. Est-ce obligatoire pour les travailleurs d'utiliser les EPI qui leur ont été fournis selon les dispositions du code ?,22165
3606,Un service existant depuis avant 2011 doit déterminer un nombre minimum de dossiers à traiter. Doit-il multiplier le nombre d'équivalents temps plein affectés aux missions d'accompagnement par dix pour obtenir le nombre de dossiers à traiter selon l'article donné ?,9151
3607,"Une partie n'a pas comparu devant le tribunal de la famille lors de l'audience. Est-ce que le fait de faire appel à la décision rendue par le juge du tribunal de la famille suspend automatiquement son exécution, même si la partie défaillante ne s'est pas opposée initialement ?",5717
3608,Un employé subit des problèmes de santé au travail. Doit-il suivre les mesures de prévention recommandées par le conseiller en prévention-médecin du travail sur le formulaire d'évaluation de santé ?,21096
3609,Je suis à la recherche d'informations sur les législations du logement à Bruxelles. Puis-je contacter le Centre d'information sur le logement pour obtenir des informations de première ligne sur les réglementations en vigueur dans la Région de Bruxelles-Capitale ?,718
3610,Le gouvernement procède à la nomination des membres de la Commission sur la base de propositions d'organisations spécifiques. Est-ce que l'Ordre des architectes propose une liste de douze personnes pour la nomination des membres de la Commission ?,12440
3611,Des élections ont lieu et des individus commettent des délits liés à la manipulation de votes. Est-ce que quelqu'un pourrait être emprisonné pour une période allant d'un mois à un an pour avoir détourné ou retenu des bulletins de vote lors de ces élections ?,18030
3612,J'ai acheté un produit en ligne et choisi de me le faire livrer chez moi en Belgique. À quel moment le risque de perte ou d'endommagement du bien est-il transféré à moi en tant que consommateur ?,14201
3613,Une société a convoqué son assemblée générale et chaque associé est autorisé à être représenté. Est-ce que chaque associé peut se faire représenter par plus d'un délégué lors de l'assemblée générale de la société ?,16880
3614,Je suis engagé dans un processus de médiation en Belgique. Est-ce que les documents et communications établis pendant la médiation sont considérés comme confidentiels et ne peuvent être utilisés dans des procédures judiciaires ou arbitrages en vertu de la loi donnée ?,6056
3615,"Une requête a été soumise à la Cour de cassation en matière criminelle. Est-ce que la Cour de cassation peut statuer immédiatement et définitivement lorsqu'elle considère qu'une requête est manifestement irrecevable, conformément à l'article donné ?",13861
3616,Mon parent est décédé sans avoir accepté ou refusé son héritage. Est-ce que je peux accepter ou refuser l'héritage de mon parent à sa place ?,1699
3617,"Une équipe pluridisciplinaire de santé mentale se rencontre régulièrement pour discuter des demandes, diagnostics, et projets collectifs. Est-il obligatoire que la concertation pluridisciplinaire se tienne au moins une fois par semaine selon le Code décrétal ?",9654
3618,Un agent de l'agriculture est arrêté pour des faits délictueux. Est-ce que le bourgmestre doit prendre en charge l'entretien et la sécurité des animaux immédiatement après son arrestation ?,7179
3619,Une autorité administrative est en charge de l'aménagement foncier. L'observatoire foncier peut-il demander à cette autorité les données nécessaires pour ses missions sur simple demande ?,10925
3620,Une société souhaite contrôler un Guichet. Peut-elle demander des explications ou informations à tout administrateur ou membre du personnel lié au Guichet en question selon l'article donné ?,12247
3621,Des agents requièrent des informations administratives pour des décisions. Les institutions publiques sont-elles tenues de fournir ces informations gratuitement à ces agents conformément à l'article XV.60/4 ?,15474
3622,Vous êtes propriétaire d'une entreprise en Belgique. L'employeur est-il légalement tenu de garantir que les installations électriques de l'entreprise subissent des contrôles conformément à la réglementation en vigueur ?,21482
3623,"Après avoir reçu une amende administrative, le contrevenant souhaite faire appel. Est-ce que le contrevenant a un délai spécifique pour déposer son recours suspensif devant le Gouvernement ou le fonctionnaire compétent ?",629
3624,"Suite à une enquête, il a été constaté qu'un individu a enfreint les lois sur les mines, minières et carrières, ce qui a entraîné des problèmes de santé pour un travailleur. Quelles sanctions peuvent être imposées à cette personne en vertu de la loi sur les mines, minières et carrières coordonnées le 15 septembre 1919 ?",6989
3625,Un fonctionnaire de la Région wallonne est en train d'étudier ses droits à la retraite. L'article 12 de l'arrêté du Gouvernement wallon de 1994 s'applique-t-il à son cas particulier ?,9588
3626,"J'ai découvert que ma chose volée a été vendue à un marché. Serais-je en mesure de récupérer ma propriété sans rembourser le prix payé par le possesseur actuel, selon la loi?",2849
3627,"Un employeur a recours à un service externe pour la santé et la sécurité au travail. Le contrat entre l'employeur et le service externe doit-il inclure des clauses spécifiques telles que la mission confiée, la durée minimale des prestations et le mode de collaboration avec le service interne ?",21216
3628,"Deux voisins en Belgique ont un différend sur une servitude de passage imposée au propriétaire d'un terrain. Le propriétaire assujetti peut-il être libéré de la charge en abandonnant son terrain au propriétaire du terrain bénéficiaire de la servitude, même s'il est obligé par titre d'entretenir les ouvrages nécessaires pour la servitude ?",1624
3629,J'ai acheté un bien à crédit et il a été repris de force par le vendeur. Est-ce que le non-respect des dispositions de l'article VII.108 entraîne la résolution automatique du contrat de crédit ?,14581
3630,Une personne conteste la paternité d'un enfant et souhaite prouver qu'il n'a pas été conçu pendant la période légale. Peut-on renverser la présomption légale de conception de l'enfant dans la période spécifiée par la loi ?,1117
3631,Les gestionnaires des cours d'eau non navigables exercent leur autorité pour des travaux jugés d'intérêt général. Est-ce que les gestionnaires doivent obtenir des autorisations spécifiques avant d'entreprendre des travaux sur les cours d'eau en question ?,16380
3632,Un magistrat fait l'objet d'une poursuite disciplinaire. Peut-il contester une mesure disciplinaire déguisée en mesure d'ordre prise à son égard par un chef de corps ?,4364
3633,Une entreprise souhaite contracter un emprunt pour financer un projet visé par le livre V de la deuxième partie du Code décrétal. Est-ce que le gouvernement peut fournir sa garantie pour cet emprunt ?,9348
3634,Une entreprise développe un programme de fidélité basé sur l'accumulation de points. Comment les services existants peuvent-ils réaffecter les points excédentaires pour bénéficier du programme de fidélité selon la loi en vigueur ?,8963
3635,"Dans une entreprise belge, les membres de l'équipe doivent suivre un agenda centralisé pour leurs activités. Est-ce que le service doit conserver un agenda centralisant les activités journalières de son équipe conformément à la loi ?",7872
3636,Une personne demande de l'assistance judiciaire pour un litige en Belgique. Est-ce nécessaire de verser une somme d'argent pour bénéficier de l'assistance judiciaire ?,4753
3637,Une personne est en train de postuler pour un poste dans la fonction publique belge. Est-ce que le fait d'être lauréat d'un concours de recrutement organisé par le SELOR est une condition requise pour être recruté en tant que personnel contractuel à durée indéterminée dans la fonction publique ?,18267
3638,Une entreprise utilise fréquemment le réseau ferroviaire belge pour transporter des marchandises. Les redevances perçues pour l'utilisation de l'infrastructure ferroviaire sont-elles plafonnées par la loi en Belgique ?,3332
3639,Une entreprise du groupe C n'a pas de conseiller en prévention formé selon les normes requises. Doit-elle obligatoirement faire appel à un service externe pour remplir les missions et tâches spécifiées par la loi ?,21177
3640,Une expérience sur animaux vient d'être terminée dans un laboratoire de recherche. Qui décide si un animal doit être gardé en vie à la fin de l'expérience selon la loi ?,12389
