,synthetic_question,article_ids
3532,J'ai récemment été impliqué dans un procès et je suis jugé coupable. Dois-je récupérer mes pièces judiciaires dans les cinq ans suivant le jugement pour éviter d'être déchargé de ces dernières ?,2839
3533,Je suis créancier dans une affaire judiciaire. Quand est-ce que le notaire établit le procès-verbal définitif de distribution ou d'ordre dans le cadre de la liquidation judiciaire des biens ?,5950
3534,Je suis locataire en Belgique et je souhaite ajuster mon loyer en fonction du coût de la vie. Puis-je demander une adaptation annuelle du loyer en se basant sur l'indexation des charges selon l'article 1728bis du Code civil ?,842
3535,"Je suis locataire d'un appartement et je reçois un décompte de charges excessives de la part de mon propriétaire. Est-ce que le bailleur a l'obligation de produire des documents justifiant les frais et charges qui me sont imposés, selon l'article de la loi en question ?",2497
3536,"Je suis locataire d'un bien immobilier en Belgique. Si je souhaite quitter le logement après cinq ans de location, dois-je informer mon propriétaire au moins six mois à l'avance ?",856
3537,Je suis un comptable travaillant pour une entreprise. Est-ce obligatoire de conserver les livres comptables pendant une certaine période après la clôture de l'année comptable en Belgique ?,14038
3538,Une entreprise vient d'être déclarée en faillite. Quelles conséquences ont les dettes non échues du failli à l'égard des autres obligés d'un billet à ordre ou d'une lettre de change ?,15826
3539,"Un héritier se voit léguer un bien donné par le défunt avant son décès. Est-ce que l'héritier est tenu de rapporter la valeur intrinsèque du bien donné au jour de la donation au moment de la succession, ou peut-il s'exonérer de cette obligation en payant à la masse la valeur du bien légué ?",1764
3540,Vous êtes propriétaire d'un bien immobilier en Région de Bruxelles-Capitale soumis à un bail régi par le titre XI du Code. Faut-il informer le locataire si vous souhaitez exercer le droit de l'expulser en cas de vente ?,2519
3541,Vous venez d'acheter un bien loué en tant que bail commercial. Etes-vous obligé d'informer le locataire de votre intention de le expulser en cas de vente selon la loi ou le contrat ?,2518
3542,"Un fermier ou un locataire possède un bail où il est stipulé qu'en cas de vente, l'acquéreur peut l'expulser. Le bailleur est-il obligé de verser des dommages et intérêts au fermier ou au locataire dans ce cas ?",2515
3543,Un locataire a accumulé un retard de paiement de loyer considérable. Est-ce que le bailleur peut expulser le locataire sans avoir préalablement réglé les dommages et intérêts spécifiés par la loi?,2520
3544,Mon voisin a pénétré dans ma maison sans autorisation et y réside actuellement. Puis-je déposer une plainte pour occupation illégitime auprès des autorités compétentes contre mon voisin ?,6597
3545,Un locataire est expulsé de son logement en Wallonie. Le bourgmestre est-il tenu de proposer une offre de relogement à cet occupant expulsé selon l'article 7 de la loi en vigueur ?,12026
3546,Un acquéreur a conclu un pacte de rachat avec le preneur d'un bien immobilier. Est-ce que l'acquéreur peut expulser le preneur avant la fin du délai fixé pour le rachat du bien ?,2523
3547,"Je suis un propriétaire qui vend un bien loué à Bruxelles. Est-ce que l'acquéreur peut expulser le locataire si celui-ci a un bail authentique ou dont la date est certaine, même si le bien est vendu ?",2514
3548,Un locataire a été notifié d'une décision d'expulsion par l'huissier. Qui est responsable des frais si les biens de la personne expulsée encombrant la voie publique ne sont pas enlevés dans le délai imparti ?,5571
3549,Je suis le propriétaire d'une habitation en location. Puis-je contester les mesures prises par le bourgmestre concernant mon bien immobilier devant le Gouvernement?,12028
3550,Je suis locataire à Bruxelles et je souhaite obtenir une garantie locative. Est-ce que les crédits ou cautions destinés à la garantie locative sont gratuits pour les bénéficiaires selon cet article de loi ?,777
3551,Je suis locataire et mon bailleur a déjà reçu ma garantie locative. Est-ce que mon bailleur doit placer ma garantie de la manière prévue par la loi et me payer des intérêts en cas de non-placement conforme ?,869
3552,Je rencontre des difficultés pour constituer la garantie locative exigée par mon bailleur à Bruxelles. Est-ce que le Fonds peut m'accorder un crédit ou un cautionnement bancaire pour m'aider à accéder à un logement décent ?,726
3553,J'achète un nouvel appareil électronique en Belgique. Est-ce que la garantie offerte pour cet appareil doit indiquer mes droits légaux en tant que consommateur selon la législation nationale applicable ?,2409
3554,Une organisation désire obtenir un prêt garanti par la Région wallonne pour financer un projet. Quelles obligations financières doit respecter l'emprunteur en échange de l'octroi de la garantie ?,9354
3555,Une autorité compétente engage des actions de prévention ou de réparation liées à un dommage environnemental causé par un exploitant. L'autorité compétente peut-elle exiger une garantie financière de l'exploitant pour couvrir les coûts des mesures de prévention ou de réparation ?,11958
3556,Je suis un prestataire établi en Belgique et j'ai déjà une couverture d'assurance dans un autre État membre. Dois-je souscrire à une garantie complémentaire pour couvrir les éléments non déjà assurés lorsque je m'établis en Belgique ?,13958
3557,Vous envisagez de se porter caution pour quelqu'un. La solvabilité en tant que caution est-elle déterminée uniquement sur la base de ses biens immobiliers en dehors du domaine commercial ?,2737
3558,Je contracte un emprunt hypothécaire. La garantie accordée pour la durée de l'emprunt couvre-t-elle également le paiement des intérêts intercalaires ?,9351
3559,Je loue un bien immobilier en tant que consommateur à Bruxelles. Est-il obligatoire pour le bailleur de demander une sûreté réelle sous forme de dépôt pour garantie locative lors de la conclusion d'un contrat de crédit-bail ?,14416
3560,Vous envisagez de divorcer et vous vous préoccupez des éventuelles obligations financières envers vos enfants. Est-ce que la décision judiciaire fixant une contribution alimentaire doit spécifier le montant des revenus de chaque parent pris en compte pour établir cette contribution ?,5516
3561,"Suite à un divorce, je dois subvenir aux besoins de mon enfant. Est-il obligatoire pour le tribunal de famille de préciser les frais ordinaires et extraordinaires à prendre en compte lors de la fixation de la contribution alimentaire ?",5517
3562,"Vous partagez la garde de votre enfant avec votre ex-conjoint. Votre enfant a besoin d'une intervention médicale urgente. Est-ce que les dépenses liées à cette intervention médicale d'urgence pour votre enfant sont considérées comme des frais extraordinaires selon l'article 203, § 3 du Code civil belge ?",1056
3563,"Un parent se trouve dans l'incapacité de payer la contribution alimentaire due à son ex-partenaire. Est-ce que les limitations et exclusions prévues par les articles 1409, 1409bis et 1410 s'appliquent dans ce cas spécifique de non-paiement de la contribution alimentaire ?",5740
3564,Mon ex-partenaire refuse de payer la pension alimentaire depuis un an. Puis-je demander au tribunal de la famille l'autorisation de percevoir directement les revenus de mon ex-partenaire pour le paiement de la pension alimentaire ?,1057
3565,Un enfant adopté se retrouve dans le besoin. L'adoptant est-il légalement tenu de lui fournir des aliments selon l'article mentionné ?,1201
3566,Ma grand-mère est décédée sans laisser de postérité. Les ascendants du défunt peuvent-ils réclamer une pension alimentaire sur la succession de ma grand-mère en vertu de l'article donné ?,1061
3567,Je suis le créancier d'une obligation alimentaire. Sur quelle base juridique puis-je demander une modification des aliments à qui je peux m'adresser et dans quelles conditions ?,16030
3568,Un bien immobilier est possédé en indivision par plusieurs copropriétaires. Est-ce que les créanciers personnels d'un copropriétaire peuvent exiger le paiement de leur créance envers sa part indivise du bien immobilier avant le partage ou la licitation ?,5862
3569,"Les parents ont convenu d'une contribution alimentaire par convention. Est-ce que la contribution alimentaire sera automatiquement ajustée chaque année en fonction de l'indice des prix à la consommation, selon la loi ?",1058
3570,Je suis propriétaire d'un bien immobilier donné en location en Wallonie. Quelles sanctions sont prévues pour le bailleur qui laisse un locataire résider dans une habitation déclarée inhabitable ou interdite d'accès par l'autorité compétente ?,12287
3571,Deux locataires emménagent dans un bien loué et l'un d'eux l'utilise comme résidence principale. Est-ce que les dispositions du chapitre II s'appliquent si un des locataires utilise le bien loué comme sa résidence principale avec l'accord du bailleur ?,879
3572,Je suis propriétaire d'un bien immobilier non habité en Wallonie. Quelles sont les peines encourues par une personne qui pénètre ou occupe illégalement mon bien immobilier non habité en Wallonie ?,6597
3573,Je fais une demande de taxe d'habitation pour ma résidence principale en Wallonie. Est-ce que la définition légale d'une maison habitée s'applique à ma situation pour la taxe d'habitation en Wallonie ?,6648
3574,J'ai reçu une notification d'interdiction de location concernant un bien immobilier en Wallonie. Quelles autorités doivent être informées de cette interdiction selon l'article mentionné ?,616
3575,Un individu commet un vol dans la maison de son maître. Quelle est la durée minimale d'emprisonnement pour un employé de maison ou un employé rémunéré qui commet un vol dans la maison de son employeur en Belgique ?,6628
3576,J'organise un événement dans un bâtiment couvert où se rassemblent plusieurs personnes. Quelle est la définition d'une sortie de secours selon l'article de la loi en question ?,21494
3577,Je loue un appartement pour mes études à Bruxelles. Est-ce que les baux d'habitation sont couverts par cette loi en Belgique ?,833
3578,Le bailleur souhaite mettre fin au bail et résilier le contrat de location. Peut-on résilier un bail de résidence principale en Wallonie en se basant sur les obligations imposées par la loi ?,1570
3579,"Un locataire en Wallonie souhaite résilier un bail de résidence principale. Dois-je respecter les règles énoncées dans le chapitre de la loi si mon locataire a son domicile en Belgique, mais pas en Wallonie ?",5560
3580,Je suis désigné en tant que délégué social auprès d'une SISP à Bruxelles. Ai-je le droit d'introduire un recours auprès de la SLRB si les membres de l'organe de gestion refusent de traiter des problèmes liés à mes missions ?,674
3581,J'ai déposé une plainte auprès d'une société immobilière sociale à Bruxelles. Peut-on faire appel à la SLRB si ma plainte est déclarée irrecevable ou non fondée par la SISP ?,685
3582,Vous êtes l'un des liquidateurs d'une ASBL avec un intérêt opposé à une opération. Devez-vous informer les autres liquidateurs de cet intérêt et les laisser prendre la décision sans votre participation dans ce cas de conflit d'intérêts ?,19919
3583,Je suis une société et j'ai reçu une décision de tutelle du directeur général de la Société wallonne du logement. Est-ce que j'ai le droit de contester cette décision en adressant un recours au Conseil d'administration de la Société wallonne du logement ?,12201
3584,Je travaille dans un service relevant de la Commission wallonne de l'Action sociale. Est-ce que le ministre doit rendre sa décision de suspension ou de retrait dans un délai d'un mois après avoir reçu l'avis de la Commission wallonne de l'Action sociale ?,7317
3585,"Vous avez reçu une décision concernant l'octroi ou le refus d'une allocation de l'organisme assureur wallon. Êtes-vous obligé de notifier par courrier simple et envoi recommandé la décision d'octroi, de révision ou de refus de l'allocation au demandeur ?",9973
3586,Je suis membre d'une Société Immobilière de Service Public (SISP) à Bruxelles. Nous ne respectons pas nos obligations statutaires. Que peut décider la SLRB si notre SISP ne se conforme pas à ses objectifs et obligations imposés par le Code et les arrêtés d'exécution ?,687
3587,Une société en Wallonie ne respecte pas les dispositions légales. Quelles sanctions pourrait encourir cette société selon l'article § 1er de la loi statutaire donnée ?,12212
3588,Je suis une personne handicapée devant être évacuée en urgence. Est-ce que l'AWIPH peut demander l'aide de services extérieurs pour assurer ma prise en charge urgente ?,9054
3589,Je représente un groupe de consommateurs mécontents d'une entreprise et souhaite engager une action en responsabilité civile. Est-ce que la décision de notre représentant du groupe doit être immédiatement communiquée au SPF Economie et publiée au Moniteur belge ?,15673
3590,J'enquête sur une infraction en tant que professionnel. Dois-je divulguer mon adresse personnelle en tant que témoin dans le cadre de cette affaire ?,13602
3591,Un employé a subi un accident du travail grave. Quand l'employeur doit-il notifier l'accident aux fonctionnaires chargés de la surveillance et de quelle manière ?,21158
3592,"En tant que travailleur, j'ai des préoccupations concernant les fautes professionnelles des conseillers en prévention-médecins du travail. Est-ce que les plaintes relatives à ces fautes professionnelles doivent être communiquées à l'Ordre des Médecins après enquête par le médecin inspecteur social de la direction générale CBE ?",21066
3593,"En tant que citoyen, je souhaite signaler des faits présumés répréhensibles. Puis-je déposer une plainte directement auprès de cette autorité sans devoir la transmettre à un autre organe ?",13674
3594,J'ai déposé une plainte contre un membre du personnel de l'ordre judiciaire. Qui reçoit et examine les plaintes concernant le comportement des membres du personnel de l'ordre judiciaire selon l'article donné?,4130
3595,"J'ai déposé une plainte disciplinaire contre un professionnel. Quelles étapes l'autorité mentionnée à l'article 412, § 1er, doit-elle suivre pour traiter ma plainte et informer toutes les parties concernées ?",4360
3596,Je suis un professionnel de la santé travaillant en Wallonie. L'agence mentionnée dans l'article est-elle chargée d'organiser des actions de sensibilisation à la maltraitance des personnes âgées ?,10378
3597,Une personne menacée se voit accorder des mesures de protection. Doit-elle signer un engagement écrit déclarant sa volonté de coopérer et de respecter les règles de sécurité établies ?,13386
3598,Je suis insatisfait du traitement reçu de la part du système judiciaire en Belgique. Comment puis-je porter plainte concernant le fonctionnement de l'ordre judiciaire et quels sont les critères pour que ma plainte soit recevable ?,4129
3599,Une personne affirme ne pas être capable d'écrire. Elle souhaite faire une réclamation. Peut-elle présenter sa réclamation verbalement selon la loi?,17812
3600,Un agent public souhaite bénéficier d'une pension dans le cadre d'un contrat d'apprentissage. Doit-il fournir une preuve documentaire pour attester qu'il satisfait aux conditions requises pour obtenir sa pension ?,18412
3601,Je viens d'emménager dans un nouvel appartement à Bruxelles. Est-il obligatoire que mon bail soit rédigé par écrit et contienne certaines informations spécifiques selon la loi?,836
3602,Je suis propriétaire d'un bien immobilier à Bruxelles et je souhaite louer à un locataire. Est-ce que je suis tenu de respecter un contrat type de bail établi par le Gouvernement sur avis de la SLRB pour cette location ?,751
3603,Un mineur a hérité d'une propriété et le tuteur souhaite vendre un bien immobilier du mineur pour ses besoins financiers urgents. Le tuteur doit-il obtenir une autorisation spéciale du juge de paix pour vendre le bien immobilier du mineur dans cette situation ?,1326
3604,Je souhaite conclure un contrat de stage rémunéré avec une entreprise en Belgique. Quelles informations doivent obligatoirement figurer dans le contrat de stage selon la loi en vigueur en Belgique ?,8427
3605,Je souhaite enregistrer une base de données que j'ai créée pour mon entreprise. Est-ce que l'Office de la Propriété Intellectuelle est compétent pour enregistrer ma base de données en Belgique ?,13934
3606,Une entreprise belge souhaite déposer une demande de brevet européen. Est-il possible d'obtenir un brevet européen avec effet unitaire en vertu du Règlement 1257/2012 pour l'invention développée par cette entreprise ?,13935
3607,"Je suis propriétaire d'un navire souhaitant naviguer dans les eaux belges. Est-ce que les certificats d'assurance CLC, BUNKER ou WRC sont obligatoires pour mon navire en Belgique ?",19027
3608,Un couple belge souhaite rédiger un contrat de mariage à l'étranger. Peut un notaire belge intervenir dans la rédaction de ce contrat de mariage réalisé hors de Belgique pour qu'il soit valide en Belgique ?,2869
3609,Un Parlement souhaite régler une matière personnalisable. Le Parlement de la Communauté flamande peut-il adopter un décret ayant force de loi dans la région de langue française ?,22560
3610,"Je suis locataire à Bruxelles et je viens d'emménager dans un nouvel appartement. Dois-je impérativement établir un état des lieux détaillé avec le propriétaire, et dans quel délai, selon la loi en vigueur ?",2501
3611,Je viens de louer un appartement à Bruxelles. Suis-je obligé de dresser un état des lieux contradictoirement avec le propriétaire au cours du premier mois de mon occupation ?,2500
3612,"Deux parties ont signé un contrat. Est-ce que le contenu d'une convention dépend des éléments sur lesquels les parties ont manifesté leur volonté de contracter, quel que soit le libellé général de la convention?",2051
3613,"Je suis locataire d'un appartement en Belgique. Est-il obligatoire que mon bail soit rédigé par écrit et contienne des informations telles que l'identité des parties, la date de début du bail, le montant du loyer, et les charges incluses ?",836
3614,"Deux parties ont signé un contrat, mais il y a un désaccord sur son interprétation. Est-ce que le sens littéral des termes du contrat prime sur l'intention commune des parties lors de la signature ?",2044
3615,Deux parties ont conclu une convention environnementale en Belgique. Peuvent-elles résilier cette convention à tout moment de manière concertée en respectant un délai de résiliation prévu par la loi ?,11892
3616,Je souhaite établir un contrat collectif de consommation pour ma entreprise en Belgique. Quelles sont les différentes modalités présentées dans l'accord collectif de consommation pour informer tant les entreprises que les consommateurs des dispositions de l'accord ?,14292
3617,Je suis locataire d'un appartement à Bruxelles avec un bail écrit. Est-ce que le bail se termine automatiquement à la fin de la période convenue sans nécessiter de préavis de résiliation ?,2507
3618,Deux parties ont conclu un contrat ambigu. Peut-on interpréter les termes ambigus d'un contrat en fonction de la matière du contrat selon l'article donné ?,2046
3619,Un agent public ayant suivi un contrat d'apprentissage veut bénéficier d'une mesure en lien avec ses conditions requises. Est-ce que l'agent doit apporter une preuve de réunion des conditions requises pour bénéficier de la mesure mentionnée dans l'article?,18412
3620,"Je conteste une décision en justice et je souhaite interjeter appel. Est-il obligatoire de notifier le greffier de la juridiction qui a rendu la décision attaquée dans un délai de cinq jours après la formation du recours, sous peine de déchéance, lorsque l'acte de l'état civil doit être établi ou modifié pour que le recours produise ses effets ?",4810
3621,Je suis une personne nécessitant une assistance judiciaire pour un litige. Où devrais-je déposer ma demande d'assistance judiciaire selon la loi en vigueur en Belgique ?,4754
3622,De nombreux actes d'instruction ont déjà été ordonnés dans une affaire en cours. Est-ce que ces actes d'instruction pourraient porter préjudice aux droits de la défense si une tierce personne souhaite intervenir dans la procédure judiciaire ?,4908
3623,Je veux faire appel d'une décision de justice. Comment puis-je former un appel selon la loi en vigueur ?,5158
3624,"Je souhaite déposer une requête au tribunal. Dois-je remettre ma requête directement au juge, ou dois-je la déposer au greffe pour qu'elle soit enregistrée dans le registre de la procédure ?",5557
3625,J'ai gagné mon procès en justice. Aurai-je droit à une indemnité conformément à l'article 1022 du Code judiciaire ?,13488
3626,Ma demande est basée sur les articles 389 à 420 du Code civil. Dois-je obligatoirement soumettre ma demande en justice par requête selon cet article ?,5407
3627,Je souhaite faire appel d'une décision de justice. Comment l'appel d'une décision est-il inscrit au rôle général selon l'article 716 de la loi ?,5161
3628,Mon adversaire a déposé une demande accessoire dans le cadre d'un procès. Suis-je tenu(e) de répondre aux demandes incidentes par des conclusions conformément aux dispositions des articles 742 à 746 ?,4905
3629,Je travaille comme avocat en Belgique et je souhaite contester une décision en justice. Est-ce que je dois introduire un recours dans les trois mois suivant sa publication pour contester la décision ?,4470
3630,"Suite à une séparation conflictuelle, un parent demande une révision du montant de la pension alimentaire. Est-il légal que le montant d'une pension alimentaire contestée soit établi en fonction du montant de l'annuité ou de douze mensualités multiplié par dix ?",4581
3631,Deux époux entament une procédure de divorce par consentement mutuel. Est-ce que la créance de participation doit être déterminée en fonction de la composition et de la valeur du patrimoine des époux à la date d'introduction de la demande en justice dans le cadre de ce type de divorce ?,2315
3632,Un débiteur d'une pension alimentaire est décédé. La dette de la pension alimentaire est-elle transférée à sa succession selon l'article 205bis ?,1155
3633,Un conjoint survivant se retrouve avec la nue-propriété des biens de son époux prédécédé. Peut-il demander la conversion de l'usufruit en pleine propriété de certains biens grevés s'il considère que cela est nécessaire pour ses intérêts ?,1672
3634,Un époux est décédé sans laisser de postérité. L'époux survivant est-il dans le besoin au moment du décès ? Peut-il prétendre à recevoir une pension alimentaire de la succession de l'époux prédécédé ?,1061
3635,J'ai des dettes importantes et je cherche à restructurer mes remboursements. Le juge peut-il établir un plan de règlement judiciaire pour m'aider à restructurer mes dettes et peut-il prévoir des mesures telles que le report des paiements et la réduction des taux d'intérêt ?,5972
3636,Mon conjoint et moi souhaitons divorcer mais nous ne sommes pas d'accord sur la durée de notre séparation de fait. Est-ce que le juge peut prononcer le divorce si nous sommes séparés de fait depuis moins de six mois ?,5470
3637,"Un des époux gère le patrimoine d'une manière qui nuit aux droits financiers de l'autre. Est-il possible pour l'époux lésé de demander la liquidation anticipée de la créance de participation, selon l'article 1469/4 du Code civil belge ?",2320
3638,Un enfant mineur est élevé par sa grand-mère paternelle suite au décès de ses parents. La grand-mère paternelle a-t-elle le droit de demander une pension alimentaire pour l'enfant mineur selon la loi en vigueur ?,16030
3639,Un couple marié souhaite entamer une procédure de divorce. À partir de combien de temps de séparation de fait peuvent-ils demander un divorce pour désunion irrémédiable selon l'article § 2 ?,1082
3640,Une personne déclarée officiellement incapable souhaite divorcer. Peut-elle demander l'autorisation au juge de paix pour intenter une action en divorce pour désunion irrémédiable ou une demande de divorce par consentement mutuel ?,1084
3641,Je souhaite déposer une nouvelle demande de dessaisissement devant le tribunal. Puis-je déposer une nouvelle demande de dessaisissement suite à des faits survenus après la décision initiale ?,4744
3642,"Mon adversaire a déposé une instance judiciaire contre moi. En déposant un désistement d'instance, est-ce que ma renonciation à la procédure engagée annule automatiquement mes droits fondamentaux ?",4916
3643,Je viens de recevoir une décision prononçant la séparation de biens. Dois-je faire établir un état liquidatif du régime antérieur dans l'année suivant la publication au Moniteur belge de l'extrait de la décision de séparation de biens ?,2325
3644,"Un citoyen dépose une requête en justice, mais décide de se désister. Est-ce que le désistement d'instance entraîne automatiquement la révocation de l'interruption de la prescription ?",4922
3645,Une entreprise belge a été placée en procédure de réorganisation judiciaire. La procédure a été clôturée et le sursis a pris fin. Les créanciers de l'entreprise peuvent-ils maintenant exercer pleinement leurs droits et actions pour récupérer leurs créances ?,15773
3646,Je suis impliqué dans un procès en tant que demandeur principal. Puis-je renoncer à mon action en cours et à mes revendications tant en termes de procédure que sur le fond en utilisant le désistement d'action ?,4917
3647,"Deux héritiers se disputent la succession, l'un étant le demandeur et l'autre le défendeur. Le défendeur peut-il arrêter le cours de la demande en rescision en offrant au demandeur le supplément de sa part successorale en nature plutôt qu'en numéraire ?",1789
3648,"Deux époux sont en cours de divorce, et l'un d'eux est décédé avant que la mention à l'acte de mariage ou l'établissement de l'acte de divorce n'ait été faite. Les époux sont-ils considérés comme divorcés vis-à-vis de tiers dans cette situation particulière ?",5481
3649,Mon épouse est décédée avant la clôture des débats d'un procès en cours. Dois-je notifier le décès de mon épouse au tribunal pour qu'il soit pris en compte dans la procédure en cours ?,4911
3650,"Je loue un bien immobilier à Bruxelles. Est-ce que l'état des lieux doit être réalisé de manière contradictoire et à frais communs, selon la loi en vigueur ?",2501
3651,Je suis locataire et je viens d'emménager dans un appartement à Bruxelles. Est-ce que le contrat de bail doit obligatoirement contenir un état des lieux détaillé réalisé contradictoirement avec le propriétaire ?,2500
3652,Je suis locataire et je souhaite aménager une pièce dans mon logement à Bruxelles. Ai-je le droit de réaliser des travaux d'aménagement sans consulter le propriétaire en fonction de la loi ?,1570
3653,"J'ai pour projet de réaliser des travaux de construction sur un terrain situé à Bruxelles. Est-ce que la loi du 29 mars 1962 organique de l'aménagement du territoire et de l'urbanisme s'applique aux projets de construction dans la Région de Bruxelles-Capitale, à l'exception de l'article 70 ?",564
3654,J'ai besoin de contester une décision administrative concernant la région de Bruxelles-Capitale. Est-ce que les compétences de cette région sont exercées par les organes de la Région de Bruxelles-Capitale selon l'article 165 ?,22600
3655,J'ai acquis un terrain qui comprend une zone d'espaces verts à Bruxelles. Quelles sont les finalités prévues pour la zone d'espaces verts selon la loi en vigueur ?,12588
3656,"Je souhaite construire une maison à Bruxelles. Quelles dispositions les règlements régionaux et communaux d'urbanisme peuvent-ils contenir pour assurer la salubrité, la sécurité et la beauté des constructions et installations ?",298
3657,"Un propriétaire a construit des bâtiments sans avoir respecté les règles d'urbanisme. Le propriétaire sera-t-il amené à effectuer des travaux tels que la plantation d'arbres ou la démolition des constructions illégales pour se conformer au bon aménagement des lieux, selon l'article de loi donné ?",13124
3658,J'ai construit une structure sans respecter les règles d'urbanisme en communauté germanophone. Est-il possible pour le Gouvernement ou le collège communal de demander la remise en état des lieux ou des travaux d'aménagement suite à une infraction d'urbanisme dans cette région ?,13107
3659,"Je suis locataire à Bruxelles et je rencontre des difficultés avec mon bailleur. Est-ce que le ""Code bruxellois du Logement"" régit les droits et obligations des locataires et bailleurs en cas de litiges liés à l'état des lieux ?",610
3660,Mon voisin et moi partageons une haie mitoyenne. Comment la propriété des arbres qui se trouvent dans la haie mitoyenne est-elle réglementée selon cet article ?,7160
3661,J'aménage mon jardin et je souhaite planter une haie. Quelle est la différence entre une haie taillée et une haie brise-vent selon l'article R.IV.4-6 de la loi?,12682
3662,Je souhaite aménager une allée bordée d'arbres. Dois-je aligner au moins dix arbres à haute tige en une rangée de cent mètres pour que mon allée réponde aux conditions légales ?,12683
3663,"Un arbre dans mon jardin a été taillé de manière drastique, avec une réduction importante de la couronne. Ces travaux de taille relèvent-ils des modifications d'aspect des arbres protégées par la loi ?",12689
3664,Un voisin installe une fenêtre donnant directement sur ma propriété. Quelle distance minimale doit-il respecter depuis le parement extérieur du mur pour cette ouverture ?,1604
3665,Je suis propriétaire d'un terrain en Belgique et je souhaite construire une maison. Est-ce que j'ai le droit de faire des constructions au-dessus et au-dessous de mon terrain selon la loi ?,1464
3666,Je suis un adjudicataire dans une forêt et je veux désigner un garde-vente. Quelles sont les procédures à suivre pour que mon choix de garde-vente soit agréé et assermenté selon la loi ?,3592
3667,J'ai reçu un avis de mon voisin concernant des travaux qu'il souhaite effectuer sur les arbres proches de ma propriété. Quels types de travaux sur les arbres proches nécessitent une autorisation spécifique en vertu de la loi ?,12688
3668,Je souhaite clore mon terrain non mitoyen. Qui est responsable de creuser le fossé le long de la limite de la propriété selon l'article mentionné?,7156
3669,Un voisin utilise des échalas des bois pour ses vignes sans autorisation préalable. Est-il légal pour un individu de prendre des échalas pour les vignes dans les bois sans respecter les usages locaux ou les coutumes des propriétaires ?,1523
3670,Je suis un consommateur à Bruxelles et j'ai reçu une facture d'eau. Doit ma facture de régularisation annuelle comporter un histogramme des consommations sur une période d'au moins trois ans ?,16675
3671,J'ai reçu ma facture d'eau. Dois-je payer immédiatement ou un délai est-il prévu ? Est-ce que la facture d'eau doit être payée dans les quinze jours calendrier suivant sa date d'émission selon la loi en vigueur à Bruxelles ?,16677
3672,"Ma ville n'a pas fourni d'eau potable conforme aux normes légales. Si mon approvisionnement en eau a été irrégulier, serai-je affecté sur ma facture en fonction de la formule A x B x C telle que définie dans l'article de loi donné ?",16936
3673,"Je suis un revendeur d'eau à Bruxelles. Dois-je continuer à percevoir la redevance pour prélèvement d'eau auprès des redevables, si ces derniers ont bénéficié d'une exemption et que j'ai reçu l'instruction de ne plus percevoir cette redevance ?",16906
3674,"J'ai reçu ma facture d'eau en Wallonie. Est-ce que chaque facture d'eau dans la région wallonne doit inclure une contribution fixe des distributeurs, et peut-elle être modifiée par le Gouvernement wallon ?",16601
3675,"Je n'ai pas payé ma facture d'eau dans le délai fixé. Si je reçois une lettre de mise en demeure, est-ce que des frais supplémentaires seront ajoutés au montant impayé ?",16679
3676,J'ai reçu une facture d'eau mais je n'ai pas effectué le paiement dans les délais prévus. Est-ce que le distributeur est autorisé à demander une garantie pour assurer le paiement des sommes dues en raison de ce retard de paiement ?,16576
3677,"Je souhaite améliorer le réseau public de distribution d'électricité dans ma zone résidentielle. Est-ce que je peux bénéficier d'une prime pour des travaux d'extension du réseau si je les réalise entièrement par moi-même, avec l'accord préalable du distributeur ?",16667
3678,Je suis un distributeur lié au réseau du Département du Sol et des Déchets de la Wallonie. Dois-je percevoir le C.V.A. sur la facture de régularisation un mois après avoir reçu l'instruction de l'avis mentionné dans l'article § 1er ?,16907
3679,"En tant que nouvel usager, je viens d'emménager dans un immeuble à Bruxelles. Dois-je payer des acomptes ou des factures intermédiaires au minimum trimestriels pour ma consommation d'eau ?",16571
3680,Je suis confronté à un refus de célébrer le mariage. Puis-je introduire une requête en référé pour obtenir des mesures provisoires devant le tribunal de la famille dans ce cas ?,5455
3681,Je veux demander l'autorité parentale pour mon enfant mineur après une séparation. Dois-je porter ma demande devant le tribunal de la famille du domicile de mon enfant ou de ma propre résidence habituelle ?,4702
3682,Deux individus impliqués dans un différend ont décidé d'entamer une procédure légale. Est-ce que les demandes basées sur les articles 389 à 420 du Code civil doivent être initiées par requête ?,5407
3683,Mon conjoint vend subitement des biens immobiliers communs sans mon consentement. Puis-je demander au tribunal de la famille d'interdire cette vente en invoquant des mesures urgentes conformément à l'article 1253ter/4 ?,5482
3684,"Je suis en procédure de divorce et souhaite régler certains aspects de manière amiable. Est-il possible que les parties soient renvoyées aux chambres de règlement à l'amiable en cas de demande fondée sur les articles 214, 215, 216, 221, 223, 1420, 1421, 1426, 1442, 1463 et 1468 du Code civil ?",5461
3685,"Suite à un litige familial, le ministère public a reçu un avis et un rapport d'enquête sociale. Le tribunal de la famille fixera-t-il d'office la date de l'affaire entre le 15e et le 45e jour suivant le dépôt de ces documents au greffe ?",5364
3686,Ma grand-mère a disparu depuis plusieurs jours et les membres de la famille suspectent un enlèvement. Dois-je introduire une requête pour rechercher ma grand-mère disparue selon le Code civil belge ?,5338
3687,"Suite à une décision en degré d'appel, je souhaite ramener ma cause devant le tribunal de la famille. Quels sont les délais et les conditions à respecter pour pouvoir réintroduire ma cause avec de nouveaux éléments devant le tribunal après une décision en degré d'appel ?",5458
